Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Washington Department of Transportation ELG,7345 Linderson Way SW,,Tunwater,WA,98501,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,46.97804199999999,-122.873527,2014-01-30,-3191451313086351819,,,,,,,,,,,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Lacey - City Hall Parking,420 College St,"At 3rd Ave SE, next to police station",Lacey,WA,98503,,360-491-3214,E,,Public,24 hours daily,,,,,4,,,,,,200-8,47.04437,-122.823,2012-06-25,33351,,LG,,,,,,,,,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Lacey Timberland Library,500 College St SE,"At 6th Ave SE, located in front of building",Lacey,WA,98503,,360-491-3860,E,,Public,24 hours daily,,,,,1,,,,,,200-8,47.04389,-122.823,2012-06-25,33352,,LG,,,,,,,,,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Seattle-Tacoma International Airport,17801 Pacific Hwy S,5th floor parking garage,Seattle,WA,98188,,206-433-5308,E,,Public,24 hours daily; pay lot,,,,,6,,,,,,200-8,47.4434755,-122.2962554,2013-11-25,33717,,P,,,,,,,,,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Top Food & Drug,1313 Cooper Point Rd SW,,Olympia,WA,98502,,360-754-1428,E,,Public,24 hours daily,,,,,2,,,,,,200-8,47.034293,-122.940661,2013-07-31,35337,,P,,,,,,,,,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,The Evergreen State College,2700 Evergreen Parkway NW,"Parking Lot C, open to public",Olympia,WA,98505,,888-998-2546,E,,Public,24 hours daily; pay lot,,,,,4,,,,,,GPS,47.071917,-122.976675,2012-06-25,35384,2014-01-20 18:37:14 UTC,SG,,,,,,,,,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,The Market,3125 Old Fairhaven Pkwy,,Bellingham,WA,98225,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.71495056,-122.4767685,2013-05-31,35487,,P,,,,,,,,,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Avista Corp,1411 E Mission Ave,,Spokane,WA,99252,,,E,,Private,Employee and customer use only,,,,,4,,,,,,GPS,47.673347,-117.388933,2013-07-31,35620,,P,,,,,,,,,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Steam Plant Grill,159 S Lincoln,,Spokane,WA,99201,,,E,,Private,Employee and customer use only,,,,,4,,,,,,200-8,47.655047,-117.424552,2013-07-31,35621,,P,,,,,,,,,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Spokane City Hall,808 W Spokane Falls Blvd,,Spokane,WA,99201,,,E,,Private,Employee and customer use only,,,,,4,,,,,,200-8,47.6603915,-117.4236649,2013-07-31,35622,,LG,,,,,,,,,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
