Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,City of Lacey - City Hall Parking,420 College St,"At 3rd Ave SE, next to police station",Lacey,WA,98503,,360-491-3214,T,2018-01-15,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,4,,,,,,200-9,47.044015,-122.823144,2017-06-02,33351,2018-02-06 21:00:03 UTC,LG,,,,,,,,NEMA520,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,MUNGOV,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Lacey Timberland Library,500 College St SE,"At 6th Ave SE, located in front of building",Lacey,WA,98503,,360-491-3860,E,,Public,24 hours daily,,,,,1,,,,,,200-9,47.043861,-122.823146,2017-06-02,33352,2018-02-06 21:00:03 UTC,LG,,,,,,,,NEMA520,US,,,,Public,,public,,,LBRY,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Seattle-Tacoma International Airport,17801 Pacific Hwy S,4th and 5th floor parking garage,Seattle,WA,98188,,206-433-5308,E,,Public,24 hours daily; pay lot,,,,,48,,,,,,200-8,47.443377,-122.296229,2017-07-06,33717,2018-02-06 21:00:03 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,ARPRT,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Haggen - Top Foods,1313 Cooper Point Rd SW,In front of the building on the left hand side,Olympia,WA,98502,,360-754-1428,E,,Public,24 hours daily,,,,,2,,,,,,200-8,47.035421,-122.938962,2017-06-02,35337,2018-02-06 21:00:03 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,GRCRSTR,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Avista Corp,1411 E Mission Ave,,Spokane,WA,99252,,509-489-0500,E,,Public,24 hours daily,,,,,1,2,,,,,GPS,47.673347,-117.388933,2018-01-04,35620,2018-02-06 21:00:03 UTC,P,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,OFCBLD,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Steam Plant Grill,159 S Lincoln St,,Spokane,WA,99201,,509-777-3900,E,,Public,24 hours daily,,,,,,1,,,,,200-8,47.654998,-117.425025,2018-01-04,35621,2018-02-06 21:00:03 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,RSTRNT,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,OPALCO,469 Market St,MARKET STREET; -,Eastsound,WA,98245,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.6950989,-122.9040985,2018-01-04,36388,2018-01-04 21:28:19 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,OPALCO,162 Weeks Rd,LOPEZ VILLAGE; -,Lopez Island,WA,98261,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.5250015,-122.9152985,2018-01-04,36390,2018-01-04 21:29:15 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,SUQUAMISH MASI,16285 Washington 305,"SUQUAMISH MASI2; Suquamish Masi Shop Shell Station
SUQUAMISH MASI1; Suquamish Masi Shop Shell Station",Poulsbo,WA,98370,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.708372,-122.584118,2018-01-04,36391,2018-01-09 05:29:25 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,450 110th Ave NE,"CITY HALL #4; On the left as you enter the public parking garage.
CITY HALL #3; Visitor parking on left as you enter garage
STATION 1; public parking while visiting City Hall
STATION 2; Public Parking while visiting City Hall",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,2,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.614247,-122.193515,2018-01-04,37181,2018-01-09 05:30:34 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$2.00 per hour, minimum payment of $2.00",,,,,,,,,,,,,,,,,,,
