Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,City of Lacey - City Hall Parking,420 College St,"At 3rd Ave SE, next to police station",Lacey,WA,98503,,360-491-3214,E,,Public,24 hours daily,,,,,4,,,,,,200-8,47.04437,-122.823,2016-06-03,33351,2016-06-03 23:11:07 UTC,LG,,,,,,,,NEMA520,US,,,,Public,,public,,,MUNGOV,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Lacey Timberland Library,500 College St SE,"At 6th Ave SE, located in front of building",Lacey,WA,98503,,360-491-3860,E,,Public,24 hours daily,,,,,,1,,,,,200-8,47.04389,-122.823,2016-06-03,33352,2016-06-03 23:01:10 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,LBRY,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Seattle-Tacoma International Airport,17801 Pacific Hwy S,4th and 5th floor parking garage,Seattle,WA,98188,,206-433-5308,E,,Public,24 hours daily; pay lot,,,,,48,,,,,,200-8,47.4434755,-122.2962554,2016-06-03,33717,2016-06-03 22:58:51 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,ARPRT,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Haggen - Top Foods,1313 Cooper Point Rd SW,In front of the building on the left hand side,Olympia,WA,98502,,360-754-1428,E,,Public,24 hours daily,,,,,2,,,,,,200-8,47.034293,-122.940661,2016-06-03,35337,2016-06-03 22:42:29 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,GRCRSTR,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Avista Corp,1411 E Mission Ave,,Spokane,WA,99252,,509-489-0500,E,,Public,24 hours daily,,,,,1,2,,,,,GPS,47.673347,-117.388933,2016-09-02,35620,2016-09-02 17:53:14 UTC,P,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,OFCBLD,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,Steam Plant Grill,159 S Lincoln St,,Spokane,WA,99201,,509-777-3900,E,,Public,24 hours daily,,,,,1,1,,,,,200-8,47.655047,-117.424552,2016-09-02,35621,2016-09-02 17:53:12 UTC,P,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,RSTRNT,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,OPALCO,469 Market St,,Eastsound,WA,98245,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.6950989,-122.9040985,2017-01-30,36388,2017-01-30 10:36:10 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,OPALCO,95 2nd St,,Friday Harbor,WA,98250,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.5359993,-123.0192032,2017-01-30,36389,2017-01-30 10:36:11 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,OPALCO,162 Weeks Rd,,Lopez Island,WA,98261,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.5250015,-122.9152985,2017-01-30,36390,2017-01-30 10:36:12 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,SUQUAMISH MASI,16285 Washington 305,,Poulsbo,WA,98370,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.708025,-122.5834328,2017-01-30,36391,2017-01-30 10:36:24 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,
ELEC,BELLEVUE,450 110th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,2,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.6146248,-122.1923255,2017-01-30,37181,2017-01-30 10:35:11 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,"$2.00 per hour, minimum payment of $2.00",,,,,,,,,,,,,,,,,,,
ELEC,Bayview Thriftway,516 W 4th Ave,,Olympia,WA,98501,,360-352-4901,E,,Public,24 hours daily,,,,,1,,,,,,200-8,47.044919,-122.907576,2016-06-03,37662,2016-06-03 23:53:15 UTC,P,,,,,,,,NEMA520,US,,,,Public,,public,,,GRCRSTR,,,,,,,,,,,,,,,,,,,,,,,,,,
